,Unnamed: 0,Day,Hour,Minutes,Weather,Temperature (C),Supply Pump 1 Run Sts,Supply Pump 1 Speed (%),Supply Pump 1 Flow Rate (l/s),Supply Pump 1 Power (KW),Supply Pump 2 Run Sts,Supply Pump 2 Speed (%),Supply Pump 2 Flow Rate (l/s),Supply Pump 2 Power (KW),Discharge Pump Run Sts,Discharge Pump Speed (%),Discharge Pump Flow Rate (l/s),Discharge Pump Power (KWh),Tank Level (Kl),Current Power Usage (KWh),Daily Power Usage (KW),Current Solar Generation (KWh),Daily Solar Generation (KW),Daily Power From Grid (KW),Battery Power Stored (KWh),Current Power From Grid (KWh),Battery Power Failed To Charge (KWh)
1043,1043,10,21,15,Cloudy,18.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.371928539100484,16.0,1111.0,0.0,132.375,978.625,0.0,16.0,0.0
1044,1044,10,21,30,Cloudy,18.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.715928509400484,61.0,1115.0,0.0,132.375,982.625,0.0,61.0,0.0
1045,1045,10,21,45,Cloudy,17.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.739928307800485,16.0,1119.0,0.0,132.375,986.625,0.0,16.0,0.0
1046,1046,10,22,0,Cloudy,17.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.083928278100485,16.0,1123.0,0.0,132.375,990.625,0.0,16.0,0.0
1047,1047,10,22,15,Cloudy,17.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.427928248400486,61.0,1127.0,0.0,132.375,994.625,0.0,61.0,0.0
1048,1048,10,22,30,Cloudy,17.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.451928046800486,16.0,1131.0,0.0,132.375,998.625,0.0,16.0,0.0
1049,1049,10,22,45,Cloudy,16.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.795928017100486,16.0,1135.0,0.0,132.375,1002.625,0.0,16.0,0.0
1050,1050,10,23,0,Cloudy,16.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.139927987400487,61.0,1139.0,0.0,132.375,1006.625,0.0,61.0,0.0
1051,1051,10,23,15,Cloudy,16.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.163927785800487,16.0,1143.0,0.0,132.375,1010.625,0.0,16.0,0.0
1052,1052,10,23,30,Cloudy,15.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.507927756100488,61.0,1147.0,0.0,132.375,1014.625,0.0,61.0,0.0
1053,1053,10,23,45,Cloudy,15.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.531927554500488,16.0,1151.0,0.0,132.375,1018.625,0.0,16.0,0.0
1054,1054,10,24,0,Cloudy,15.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.875927524800488,16.0,1155.0,0.0,132.375,1022.625,0.0,16.0,0.0
1055,1055,11,0,15,Rainy,13.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.219927495100489,61.0,4.0,0.0,0.0,4.0,0.0,61.0,0.0
1056,1056,11,0,30,Rainy,13.04999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.243927293500489,16.0,8.0,0.0,0.0,8.0,0.0,16.0,0.0
1057,1057,11,0,45,Rainy,13.04999924,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.5879272638004895,16.0,12.0,0.0,0.0,12.0,0.0,16.0,0.0
1058,1058,11,1,0,Rainy,12.59999943,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.93192723410049,61.0,31.0,0.0,0.0,31.0,0.0,61.0,0.0
1059,1059,11,1,15,Rainy,12.59999943,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.95592703250049,16.0,50.0,0.0,0.0,50.0,0.0,16.0,0.0
1060,1060,11,1,30,Rainy,12.14999962,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.299927002800491,16.0,69.0,0.0,0.0,69.0,0.0,16.0,0.0
1061,1061,11,1,45,Rainy,12.14999962,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.643926973100491,61.0,88.0,0.0,0.0,88.0,0.0,61.0,0.0
1062,1062,11,2,0,Rainy,11.69999981,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.6679267715004915,16.0,107.0,0.0,0.0,107.0,0.0,16.0,0.0
1063,1063,11,2,15,Rainy,11.69999981,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.011926741800492,16.0,126.0,0.0,0.0,126.0,0.0,16.0,0.0
1064,1064,11,2,30,Rainy,11.25,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.3559267121004925,61.0,130.0,0.0,0.0,130.0,0.0,61.0,0.0
1065,1065,11,2,45,Rainy,11.25,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.379926510500493,16.0,134.0,0.0,0.0,134.0,0.0,16.0,0.0
1066,1066,11,3,0,Rainy,10.79999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.723926480800493,16.0,138.0,0.0,0.0,138.0,0.0,16.0,0.0
1067,1067,11,3,15,Rainy,10.79999924,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.067926451100494,61.0,142.0,0.0,0.0,142.0,0.0,61.0,0.0
1068,1068,11,3,30,Rainy,10.34999943,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.091926249500494,16.0,146.0,0.0,0.0,146.0,0.0,16.0,0.0
1069,1069,11,3,45,Rainy,10.34999943,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.4359262198004945,61.0,150.0,0.0,0.0,150.0,0.0,61.0,0.0
1070,1070,11,4,0,Rainy,9.899999619,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.459926018200495,16.0,154.0,0.0,0.0,154.0,0.0,16.0,0.0
1071,1071,11,4,15,Rainy,9.899999619,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.803925988500495,16.0,158.0,0.0,0.0,158.0,0.0,16.0,0.0
1072,1072,11,4,30,Rainy,9.449999809,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.147925958800496,61.0,162.0,0.0,0.0,162.0,0.0,61.0,0.0
1073,1073,11,4,45,Rainy,9.449999809,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.171925757200496,16.0,166.0,0.0,0.0,166.0,0.0,16.0,0.0
1074,1074,11,5,0,Rainy,9.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.5159257275004965,16.0,170.0,0.0,0.0,170.0,0.0,16.0,0.0
1075,1075,11,5,15,Rainy,9.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.859925697800497,61.0,174.0,0.0,0.0,174.0,0.0,61.0,0.0
1076,1076,11,5,30,Rainy,8.550000191,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.883925496200497,16.0,178.0,0.0,0.0,178.0,0.0,16.0,0.0
1077,1077,11,5,45,Rainy,9.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.227925466500498,16.0,182.0,0.0,0.0,182.0,0.0,16.0,0.0
1078,1078,11,6,0,Rainy,9.899999619,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.571925436800498,61.0,186.0,0.0,0.0,186.0,0.0,61.0,0.0
1079,1079,11,6,15,Rainy,10.79999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.5959252352004984,16.0,190.0,1.200000048,0.150000006,189.8500061,0.0,14.799999952,0.0
1080,1080,11,6,30,Rainy,11.69999981,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,5.939925205500499,16.0,194.0,2.400000096,0.450000018,193.5500031,0.0,13.599999904,0.0
1081,1081,11,6,45,Rainy,12.59999943,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.2839251758004995,61.0,213.0,3.600000144,0.900000036,212.1000061,0.0,57.399999856,0.0
1082,1082,11,7,0,Rainy,13.04999924,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.3079249742005,16.0,232.0,4.80000019,1.5,230.5,0.0,11.19999981,0.0
1083,1083,11,7,15,Rainy,13.5,True,100,5.199999809,45,False,100,0.0,15,True,45,2.069999933,18.0,5.6519249445005,63.0,251.0,6.0,2.25,248.75,0.0,57.0,0.0
1084,1084,11,7,30,Rainy,13.94999981,False,100,0.0,45,False,100,0.0,15,True,50,2.299999952,20.0,8.4689248329005,20.0,270.5,7.200000286,3.150000095,267.3500061,0.0,12.799999714,0.0
1085,1085,11,7,45,Rainy,14.39999962,False,100,0.0,45,False,100,0.0,15,True,55,2.529999971,22.0,6.3989248761005,22.0,290.5,8.400000572,4.200000286,286.3000183,0.0,13.599999428,0.0
1086,1086,11,8,0,Rainy,14.84999943,True,100,5.199999809,0,False,100,0.0,0,True,65,2.989999771,26.0,4.121924902200499,71.0,311.0,9.600000382,5.400000572,305.6000061,0.0,61.399999618,0.0
1087,1087,11,8,15,Rainy,15.29999924,False,100,0.0,0,False,100,0.0,0,True,70,3.21999979,28.0,6.110924936400499,28.0,317.5,10.80000019,6.750000477,310.75,0.0,17.19999981,0.0
1088,1088,11,8,30,Rainy,15.75,True,100,5.199999809,0,False,100,0.0,0,True,75,3.449999809,30.0,3.212925125400499,75.0,324.5,11.400000572,8.175000191,316.3250122,0.0,63.599999428000004,0.0
1089,1089,11,8,45,Rainy,16.19999886,True,100,5.199999809,0,False,100,0.0,0,True,80,3.680000067,32.0,4.787925125400499,77.0,332.0,12.0,9.675000191,322.3250122,0.0,65.0,0.0
1090,1090,11,9,0,Rainy,16.64999962,False,100,0.0,0,False,100,0.0,0,True,90,4.139999866,36.0,6.1559248932005,36.0,340.0,12.600000382,11.25,328.75,0.0,23.399999618000002,0.0
1091,1091,11,9,15,Rainy,17.10000038,True,100,5.199999809,0,False,100,0.0,0,True,95,4.369999886,38.0,2.4299250138004997,83.0,349.0,13.200000762,12.89999962,336.1000061,0.0,69.799999238,0.0
1092,1092,11,9,30,Rainy,17.54999924,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,3.1769249445005006,85.0,358.5,13.80000019,14.625,343.875,0.0,71.19999981,0.0
1093,1093,11,9,45,Rainy,18.0,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,3.716924858100501,85.0,368.5,14.400000572,16.42499924,352.0750122,0.0,70.599999428,0.0
1094,1094,11,10,0,Rainy,18.44999886,True,100,5.199999809,45,False,100,0.0,15,False,100,4.599999905,40.0,4.256924771700501,85.0,378.5,15.000000954,18.29999924,360.2000122,0.0,69.999999046,0.0
1095,1095,11,10,15,Rainy,18.89999962,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,4.796924685300502,85.0,393.5,15.600000382,20.25,373.25,0.0,69.399999618,0.0
1096,1096,11,10,30,Rainy,19.35000038,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,5.336924598900503,85.0,418.5,16.200000762,22.27499962,396.2250061,0.0,68.799999238,0.0
1097,1097,11,10,45,Rainy,19.79999924,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,5.876924512500504,40.0,443.5,16.800001144,24.375,419.125,0.0,23.199998856,0.0
1098,1098,11,11,0,Rainy,20.25,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,1.7369245980005044,85.0,468.5,16.800001144,26.47500038,442.0249939,0.0,68.19999885600001,0.0
1099,1099,11,11,15,Rainy,20.69999886,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,2.276924511600505,85.0,493.5,16.800001144,28.57500076,464.9249878,0.0,68.19999885600001,0.0
1100,1100,11,11,30,Rainy,21.14999962,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,2.8169244252005052,85.0,518.5,16.800001144,30.67500114,487.8249817,0.0,68.19999885600001,0.0
1101,1101,11,11,45,Rainy,21.59999847,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,3.3569243388005057,85.0,543.5,16.800001144,32.77500153,510.7249451,0.0,68.19999885600001,0.0
1102,1102,11,12,0,Rainy,22.04999924,True,100,5.199999809,45,False,100,0.0,15,True,95,4.369999886,38.0,3.896924252400506,83.0,568.5,16.800001144,34.875,533.625,0.0,66.19999885600001,0.0
1103,1103,11,12,15,Rainy,22.5,True,100,5.199999809,45,False,100,0.0,15,True,90,4.139999866,36.0,4.6439241831005065,81.0,593.0,16.800001144,36.97499847,556.0250244,0.0,64.19999885600001,0.0
1104,1104,11,12,30,Rainy,22.94999886,True,100,5.199999809,45,False,100,0.0,15,True,85,3.910000086,34.0,5.597924131800506,79.0,617.0,16.800001144,39.07499695,577.9250488,0.0,62.199998856,0.0
1105,1105,11,12,45,Rainy,23.39999962,False,100,0.0,0,False,100,0.0,0,True,80,3.680000067,32.0,6.758923882500507,32.0,640.5,16.800001144,41.17499542,599.3250732,0.0,15.199998856,0.0
1106,1106,11,13,0,Rainy,23.84999847,True,100,5.199999809,0,False,100,0.0,0,True,80,3.680000067,32.0,3.4469238222005067,77.0,648.5,16.800001144,43.2749939,605.2250977,0.0,60.199998856,0.0
1107,1107,11,13,15,Rainy,24.29999924,True,100,5.199999809,0,False,100,0.0,0,True,85,3.910000086,34.0,4.814923590000507,79.0,656.5,16.800001144,45.37499237,611.1251221,0.0,62.199998856,0.0
1108,1108,11,13,30,Rainy,24.75,False,100,0.0,0,False,100,0.0,0,True,90,4.139999866,36.0,5.975923340700508,36.0,665.0,16.800001144,47.47499084,617.5251465,0.0,19.199998856,0.0
1109,1109,11,13,45,Rainy,25.19999886,True,100,5.199999809,0,False,100,0.0,0,True,95,4.369999886,38.0,2.2499234613005075,83.0,674.0,16.800001144,49.57498932,624.4251709,0.0,66.19999885600001,0.0
1110,1110,11,14,0,Rainy,25.19999886,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,2.9969233920005083,85.0,683.5,16.800001144,51.67498779,631.8251953,0.0,68.19999885600001,0.0
1111,1111,11,14,15,Rainy,25.19999886,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,3.5369233056005087,85.0,693.5,16.800001144,53.77498627,639.7252197,0.0,68.19999885600001,0.0
1112,1112,11,14,30,Rainy,25.19999886,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,4.076923219200509,85.0,703.5,16.800001144,55.87498474,647.6252441,0.0,68.19999885600001,0.0
1113,1113,11,14,45,Rainy,24.75,True,100,5.199999809,45,False,100,0.0,15,False,100,4.599999905,40.0,4.61692313280051,85.0,713.5,16.200000762,57.89998627,655.6002197,0.0,68.799999238,0.0
1114,1114,11,15,0,Rainy,24.75,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,5.156923046400511,85.0,728.5,15.600000382,59.84998703,668.6502075,0.0,69.399999618,0.0
1115,1115,11,15,15,Rainy,24.29999924,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,5.696922960000512,85.0,753.5,15.000000954,61.72498703,691.7752075,0.0,69.999999046,0.0
1116,1116,11,15,30,Rainy,24.29999924,False,100,0.0,45,False,100,0.0,15,True,100,4.599999905,40.0,6.236922873600513,40.0,778.5,14.400000572,63.52498627,714.9752197,0.0,25.599999428,0.0
1117,1117,11,15,45,Rainy,23.84999847,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,2.096922959100513,85.0,803.5,13.80000019,65.24998474,738.2502441,0.0,71.19999981,0.0
1118,1118,11,16,0,Rainy,23.84999847,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,2.6369228727005134,85.0,828.5,13.200000762,66.89998627,761.6002197,0.0,71.799999238,0.0
1119,1119,11,16,15,Rainy,23.39999962,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,3.176922786300514,85.0,853.5,12.600000382,68.47498322,785.0252075,0.0,72.399999618,0.0
1120,1120,11,16,30,Rainy,22.94999886,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,3.7169226999005143,85.0,878.5,12.0,69.97498322,808.5252075,0.0,73.0,0.0
1121,1121,11,16,45,Rainy,22.5,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,4.256922613500515,85.0,903.5,11.400000572,71.39998627,832.1002197,0.0,73.599999428,0.0
1122,1122,11,17,0,Rainy,22.04999924,True,100,5.199999809,45,False,100,0.0,15,True,95,4.369999886,38.0,4.796922527100516,83.0,928.5,10.80000019,72.74998474,855.7502441,0.0,72.19999981,0.0
1123,1123,11,17,15,Rainy,21.59999847,True,100,5.199999809,45,False,100,0.0,15,True,90,4.139999866,36.0,5.543922457800516,81.0,953.0,10.200000762,74.02498627,878.9752197,0.0,70.799999238,0.0
1124,1124,11,17,30,Rainy,21.14999962,False,100,0.0,45,False,100,0.0,15,True,85,3.910000086,34.0,6.497922406500516,34.0,977.0,9.600000382,75.22498322,901.7752075,0.0,24.399999618000002,0.0
1125,1125,11,17,45,Rainy,20.69999886,True,100,5.199999809,0,False,100,0.0,0,True,80,3.680000067,32.0,2.978922329100515,77.0,1000.5,8.400000572,76.27498627,924.2252197,0.0,68.599999428,0.0
1126,1126,11,18,0,Rainy,20.25,True,100,5.199999809,0,False,100,0.0,0,True,70,3.21999979,28.0,4.346922096900515,73.0,1008.5,7.200000286,77.17498779,931.3251953,0.0,65.799999714,0.0
1127,1127,11,18,15,Rainy,19.79999924,False,100,0.0,0,False,100,0.0,0,True,65,2.989999771,26.0,6.128922114000515,26.0,1015.5,6.0,77.92498779,937.5751953,0.0,20.0,0.0
1128,1128,11,18,30,Rainy,19.35000038,True,100,5.199999809,0,False,100,0.0,0,True,60,2.75999999,24.0,3.437922320100515,69.0,1022.0,4.80000019,78.52498627,943.4752197,0.0,64.19999981,0.0
1129,1129,11,18,45,Rainy,18.89999962,True,100,5.199999809,0,False,100,0.0,0,True,55,2.529999971,22.0,5.633922157200516,67.0,1028.0,3.600000144,78.97498322,949.0252075,0.0,63.399999856,0.0
1130,1130,11,19,0,Rainy,18.44999886,False,100,0.0,0,False,100,0.0,0,True,45,2.069999933,18.0,8.036922011400517,18.0,1033.5,2.400000096,79.27498627,954.2252197,0.0,15.599999904,0.0
1131,1131,11,19,15,Rainy,18.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.173922071700517,16.0,1038.0,1.200000048,79.42498779,958.5751953,0.0,14.799999952,0.0
1132,1132,11,19,30,Rainy,18.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.517922042000517,61.0,1042.0,0.0,79.42498779,962.5751953,0.0,61.0,0.0
1133,1133,11,19,45,Rainy,17.54999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.5419218404005175,16.0,1046.0,0.0,79.42498779,966.5751953,0.0,16.0,0.0
1134,1134,11,20,0,Rainy,17.54999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.885921810700518,16.0,1050.0,0.0,79.42498779,970.5751953,0.0,16.0,0.0
1135,1135,11,20,15,Rainy,17.10000038,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.2299217810005185,61.0,1054.0,0.0,79.42498779,974.5751953,0.0,61.0,0.0
1136,1136,11,20,30,Rainy,17.10000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.253921579400519,16.0,1058.0,0.0,79.42498779,978.5751953,0.0,16.0,0.0
1137,1137,11,20,45,Rainy,16.64999962,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.597921549700519,61.0,1062.0,0.0,79.42498779,982.5751953,0.0,61.0,0.0
1138,1138,11,21,0,Rainy,16.64999962,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.62192134810052,16.0,1066.0,0.0,79.42498779,986.5751953,0.0,16.0,0.0
1139,1139,11,21,15,Rainy,16.19999886,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.96592131840052,16.0,1085.0,0.0,79.42498779,1005.575195,0.0,16.0,0.0
1140,1140,11,21,30,Rainy,16.19999886,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,5.3099212887005205,61.0,1104.0,0.0,79.42498779,1024.575195,0.0,61.0,0.0
1141,1141,11,21,45,Rainy,15.75,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.33392108710052,16.0,1123.0,0.0,79.42498779,1043.575195,0.0,16.0,0.0
1142,1142,11,22,0,Rainy,15.75,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.677921057400521,16.0,1142.0,0.0,79.42498779,1062.575195,0.0,16.0,0.0
1143,1143,11,22,15,Rainy,15.29999924,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,5.021921027700522,61.0,1161.0,0.0,79.42498779,1081.575195,0.0,61.0,0.0
1144,1144,11,22,30,Rainy,15.29999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.045920826100522,16.0,1180.0,0.0,79.42498779,1100.575195,0.0,16.0,0.0
1145,1145,11,22,45,Rainy,14.84999943,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.3899207964005225,16.0,1184.0,0.0,79.42498779,1104.575195,0.0,16.0,0.0
1146,1146,11,23,0,Rainy,14.84999943,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.733920766700523,61.0,1188.0,0.0,79.42498779,1108.575195,0.0,61.0,0.0
1147,1147,11,23,15,Rainy,14.39999962,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.757920565100523,16.0,1192.0,0.0,79.42498779,1112.575195,0.0,16.0,0.0
1148,1148,11,23,30,Rainy,13.94999981,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.101920535400524,16.0,1196.0,0.0,79.42498779,1116.575195,0.0,16.0,0.0
1149,1149,11,23,45,Rainy,13.94999981,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.445920505700524,61.0,1200.0,0.0,79.42498779,1120.575195,0.0,61.0,0.0
1150,1150,11,24,0,Rainy,13.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.469920304100524,16.0,1204.0,0.0,79.42498779,1124.575195,0.0,16.0,0.0
1151,1151,12,0,15,Sunny,16.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.813920274400525,16.0,4.0,0.0,0.0,4.0,0.0,16.0,0.0
1152,1152,12,0,30,Sunny,15.95000076,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.1579202447005255,61.0,8.0,0.0,0.0,8.0,0.0,61.0,0.0
1153,1153,12,0,45,Sunny,15.95000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.181920043100526,16.0,12.0,0.0,0.0,12.0,0.0,16.0,0.0
1154,1154,12,1,0,Sunny,15.40000057,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.525920013400526,61.0,16.0,0.0,0.0,16.0,0.0,61.0,0.0
1155,1155,12,1,15,Sunny,15.40000057,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.549919811800526,16.0,20.0,0.0,0.0,20.0,0.0,16.0,0.0
1156,1156,12,1,30,Sunny,14.85000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.893919782100527,16.0,24.0,0.0,0.0,24.0,0.0,16.0,0.0
1157,1157,12,1,45,Sunny,14.85000038,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.237919752400527,61.0,28.0,0.0,0.0,28.0,0.0,61.0,0.0
1158,1158,12,2,0,Sunny,14.30000019,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.261919550800528,16.0,32.0,0.0,0.0,32.0,0.0,16.0,0.0
1159,1159,12,2,15,Sunny,14.30000019,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.605919521100528,16.0,36.0,0.0,0.0,36.0,0.0,16.0,0.0
1160,1160,12,2,30,Sunny,13.75,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.949919491400529,61.0,40.0,0.0,0.0,40.0,0.0,61.0,0.0
1161,1161,12,2,45,Sunny,13.75,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.973919289800529,16.0,44.0,0.0,0.0,44.0,0.0,16.0,0.0
1162,1162,12,3,0,Sunny,13.20000076,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.317919260100529,16.0,63.0,0.0,0.0,63.0,0.0,16.0,0.0
1163,1163,12,3,15,Sunny,13.20000076,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.66191923040053,61.0,82.0,0.0,0.0,82.0,0.0,61.0,0.0
1164,1164,12,3,30,Sunny,12.65000057,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.68591902880053,16.0,101.0,0.0,0.0,101.0,0.0,16.0,0.0
1165,1165,12,3,45,Sunny,12.65000057,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.029918999100531,16.0,120.0,0.0,0.0,120.0,0.0,16.0,0.0
1166,1166,12,4,0,Sunny,12.10000038,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.373918969400531,61.0,139.0,0.0,0.0,139.0,0.0,61.0,0.0
1167,1167,12,4,15,Sunny,12.10000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.397918767800531,16.0,158.0,0.0,0.0,158.0,0.0,16.0,0.0
1168,1168,12,4,30,Sunny,11.55000019,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.741918738100532,16.0,162.0,0.0,0.0,162.0,0.0,16.0,0.0
1169,1169,12,4,45,Sunny,11.55000019,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.085918708400532,61.0,166.0,0.0,0.0,166.0,0.0,61.0,0.0
1170,1170,12,5,0,Sunny,11.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.109918506800533,16.0,170.0,0.0,0.0,170.0,0.0,16.0,0.0
1171,1171,12,5,15,Sunny,11.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.453918477100533,61.0,174.0,0.0,0.0,174.0,0.0,61.0,0.0
1172,1172,12,5,30,Sunny,10.44999981,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.477918275500533,16.0,178.0,0.0,0.0,178.0,0.0,16.0,0.0
1173,1173,12,5,45,Sunny,11.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.821918245800534,16.0,182.0,0.0,0.0,182.0,0.0,16.0,0.0
1174,1174,12,6,0,Sunny,12.10000038,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.165918216100534,61.0,186.0,0.0,0.0,186.0,0.0,61.0,0.0
1175,1175,12,6,15,Sunny,13.20000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.189918014500535,16.0,190.0,10.399999618,1.299999952,188.6999969,0.0,5.600000381999999,0.0
1176,1176,12,6,30,Sunny,14.30000019,False,100,0.0,0,True,100,1.75,0,True,40,1.840000033,16.0,6.533917984800535,31.0,194.0,20.79999924,3.899999857,190.0999908,0.0,10.200000760000002,0.0
