,Day,Hour,Minutes,Weather,Temperature (C),Supply Pump 1 Run Sts,Supply Pump 1 Speed (%),Supply Pump 1 Flow Rate (l/s),Supply Pump 1 Power (KW),Supply Pump 2 Run Sts,Supply Pump 2 Speed (%),Supply Pump 2 Flow Rate (l/s),Supply Pump 2 Power (KW),Discharge Pump Run Sts,Discharge Pump Speed (%),Discharge Pump Flow Rate (l/s),Discharge Pump Power (KWh),Tank Level (Kl),Current Power Usage (KWh),Daily Power Usage (KW),Current Solar Generation (KWh),Daily Solar Generation (KW),Daily Power From Grid (KW)
1949,20,7,45,Rainy,14.39999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,55,2.529999971,22,24.15646744,20,290.5,4.200000286,4.200000286,286.2999878
1950,20,8,0,Rainy,14.84999943,FALSE,100,0,0,FALSE,100,0,0,TRUE,65,2.989999771,26,21.87946701,22,296,4.800000191,5.400000572,290.5999756
1951,20,8,15,Rainy,15.29999924,FALSE,100,0,0,FALSE,100,0,0,TRUE,70,3.21999979,28,19.18846703,26,302.5,5.400000095,6.750000477,295.7499695
1952,20,8,30,Rainy,15.75,FALSE,100,0,0,FALSE,100,0,0,TRUE,75,3.449999809,30,16.29046631,28,309.5,5.700000286,8.175000191,301.3249817
1953,20,8,45,Rainy,16.19999886,FALSE,100,0,0,FALSE,100,0,0,TRUE,80,3.680000067,32,13.18546677,30,317,6,9.675000191,307.3249817
1954,20,9,0,Rainy,16.64999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,90,4.139999866,36,9.873466492,32,325,6.300000191,11.25,313.7499695
1955,20,9,15,Rainy,17.10000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,95,4.369999886,38,6.14746666,36,334,6.600000381,12.89999962,321.0999756
1956,20,9,30,Rainy,17.54999924,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,2.21446681,38,343.5,6.900000095,14.625,328.8749695
1957,20,9,45,Rainy,18,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,4.329466343,100,368.5,7.200000286,16.42499924,352.0749817
1958,20,10,0,Rainy,18.44999886,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,6.444466114,100,393.5,7.500000477,18.29999924,375.1999817
1959,20,10,15,Rainy,18.89999962,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,8.559465408,100,418.5,7.800000191,20.25,398.2499695
1960,20,10,30,Rainy,19.35000038,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,10.67446518,100,443.5,8.100000381,22.27499962,421.2249756
1961,20,10,45,Rainy,19.79999924,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,12.78946686,100,468.5,8.400000572,24.375,444.1249695
1962,20,11,0,Rainy,20.25,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,14.90446854,100,493.5,8.400000572,26.47500038,467.0249634
1963,20,11,15,Rainy,20.69999886,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,17.01947021,100,518.5,8.400000572,28.57500076,489.9249573
1964,20,11,30,Rainy,21.14999962,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,19.13447189,100,543.5,8.400000572,30.67500114,512.8249512
1965,20,11,45,Rainy,21.59999847,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,21.24947357,100,568.5,8.400000572,32.77500153,535.7249756
1966,20,12,0,Rainy,22.04999924,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,95,4.369999886,38,23.36447525,100,593.5,8.400000572,34.875,558.625
1967,20,12,15,Rainy,22.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,90,4.139999866,36,25.68647575,98,618,8.400000572,36.97499847,581.0250244
1968,20,12,30,Rainy,22.94999886,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,85,3.910000086,34,28.21547699,96,642,8.400000572,39.07499695,602.9250488
1969,20,12,45,Rainy,23.39999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,80,3.680000067,32,30.95147705,94,665.5,8.400000572,41.17499542,624.3250732
1970,20,13,0,Rainy,23.84999847,FALSE,100,0,0,FALSE,100,0,0,TRUE,80,3.680000067,32,27.63947678,32,673.5,8.400000572,43.2749939,630.2250977
1971,20,13,15,Rainy,24.29999924,FALSE,100,0,0,FALSE,100,0,0,TRUE,85,3.910000086,34,24.3274765,32,681.5,8.400000572,45.37499237,636.1251221
1972,20,13,30,Rainy,24.75,FALSE,100,0,0,FALSE,100,0,0,TRUE,90,4.139999866,36,20.80847549,34,690,8.400000572,47.47499084,642.5251465
1973,20,13,45,Rainy,25.19999886,FALSE,100,0,0,FALSE,100,0,0,TRUE,95,4.369999886,38,17.08247566,36,699,8.400000572,49.57498932,649.4251709
1974,20,14,0,Rainy,25.19999886,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,13.14947605,38,708.5,8.400000572,51.67498779,656.8251953
1975,20,14,15,Rainy,25.19999886,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,9.009475708,40,718.5,8.400000572,53.77498627,664.7252197
1976,20,14,30,Rainy,25.19999886,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,4.869475842,40,728.5,8.400000572,55.87498474,672.6252441
1977,20,14,45,Rainy,24.75,TRUE,100,5.199999809,45,TRUE,100,1.75,15,FALSE,100,0,0,0.729475975,40,738.5,8.100000381,57.89998627,680.6002197
1978,20,15,0,Rainy,24.75,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,6.984475613,60,753.5,7.800000191,59.84998703,693.6502075
1979,20,15,15,Rainy,24.29999924,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,9.099475861,100,778.5,7.500000477,61.72498703,716.7752075
1980,20,15,30,Rainy,24.29999924,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,11.21447563,100,803.5,7.200000286,63.52498627,739.9752197
1981,20,15,45,Rainy,23.84999847,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,13.32947731,100,828.5,6.900000095,65.24998474,763.2502441
1982,20,16,0,Rainy,23.84999847,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,15.44447899,100,853.5,6.600000381,66.89998627,786.6002197
1983,20,16,15,Rainy,23.39999962,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,17.55948067,100,878.5,6.300000191,68.47498322,810.0252075
1984,20,16,30,Rainy,22.94999886,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,19.67448235,100,903.5,6,69.97498322,833.5252075
1985,20,16,45,Rainy,22.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,21.78948402,100,928.5,5.700000286,71.39998627,857.1002197
1986,20,17,0,Rainy,22.04999924,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,95,4.369999886,38,23.9044857,100,953.5,5.400000095,72.74998474,880.7502441
1987,20,17,15,Rainy,21.59999847,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,90,4.139999866,36,26.22648621,98,978,5.100000381,74.02498627,903.9752197
1988,20,17,30,Rainy,21.14999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,85,3.910000086,34,28.75548744,96,1002,4.800000191,75.22498322,926.7752075
1989,20,17,45,Rainy,20.69999886,FALSE,100,0,0,FALSE,100,0,0,TRUE,80,3.680000067,32,25.23648834,34,1010.5,4.200000286,76.27498627,934.2252197
1990,20,18,0,Rainy,20.25,FALSE,100,0,0,FALSE,100,0,0,TRUE,70,3.21999979,28,21.92448807,32,1018.5,3.600000143,77.17498779,941.3251953
1991,20,18,15,Rainy,19.79999924,FALSE,100,0,0,FALSE,100,0,0,TRUE,65,2.989999771,26,19.02648926,28,1025.5,3,77.92498779,947.5751953
1992,20,18,30,Rainy,19.35000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,60,2.75999999,24,16.33548927,26,1032,2.400000095,78.52498627,953.4752197
1993,20,18,45,Rainy,18.89999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,55,2.529999971,22,13.85148907,24,1038,1.800000072,78.97498322,959.0252075
1994,20,19,0,Rainy,18.44999886,FALSE,100,0,0,FALSE,100,0,0,TRUE,45,2.069999933,18,11.57448959,22,1043.5,1.200000048,79.27498627,964.2252197
1995,20,19,15,Rainy,18,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,9.711489677,18,1048,0.600000024,79.42498779,968.5751953
1996,20,19,30,Rainy,18,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,8.05548954,16,1052,0,79.42498779,972.5751953
1997,20,19,45,Rainy,17.54999924,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,6.399489403,16,1056,0,79.42498779,976.5751953
1998,20,20,0,Rainy,17.54999924,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,4.743489265,16,1060,0,79.42498779,980.5751953
1999,20,20,15,Rainy,17.10000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,3.087489128,16,1064,0,79.42498779,984.5751953
2000,20,20,30,Rainy,17.10000038,TRUE,100,5.199999809,45,TRUE,100,1.75,15,FALSE,40,0,0,1.43148911,16,1068,0,79.42498779,988.5751953
2001,20,20,45,Rainy,16.64999962,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,7.686488628,60,1083,0,79.42498779,1003.575195
2002,20,21,0,Rainy,16.64999962,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,12.28548813,76,1102,0,79.42498779,1022.575195
2003,20,21,15,Rainy,16.19999886,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,16.88448906,76,1121,0,79.42498779,1041.575195
2004,20,21,30,Rainy,16.19999886,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,21.48348999,76,1140,0,79.42498779,1060.575195
2005,20,21,45,Rainy,15.75,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,26.08249092,76,1159,0,79.42498779,1079.575195
2006,20,22,0,Rainy,15.75,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,30.68148994,76,1178,0,79.42498779,1098.575195
2007,20,22,15,Rainy,15.29999924,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,29.02548981,16,1182,0,79.42498779,1102.575195
2008,20,22,30,Rainy,15.29999924,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,27.36948967,16,1186,0,79.42498779,1106.575195
2009,20,22,45,Rainy,14.84999943,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,25.71348953,16,1190,0,79.42498779,1110.575195
2010,20,23,0,Rainy,14.84999943,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,24.0574894,16,1194,0,79.42498779,1114.575195
2011,20,23,15,Rainy,14.39999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,22.40148926,16,1198,0,79.42498779,1118.575195
2012,20,23,30,Rainy,13.94999981,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,20.74548912,16,1202,0,79.42498779,1122.575195
2013,20,23,45,Rainy,13.94999981,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,19.08948898,16,1206,0,79.42498779,1126.575195
2014,20,24,0,Rainy,13.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,17.43348885,16,1210,0,79.42498779,1130.575195
2015,21,0,15,Sunny,16.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,15.77748871,16,4,0,0,4
2016,21,0,30,Sunny,15.95000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,14.12148857,16,8,0,0,8
2017,21,0,45,Sunny,15.95000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,12.46548843,16,12,0,0,12
2018,21,1,0,Sunny,15.40000057,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,10.8094883,16,16,0,0,16
2019,21,1,15,Sunny,15.40000057,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,9.153488159,16,20,0,0,20
2020,21,1,30,Sunny,14.85000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,7.497488022,16,24,0,0,24
2021,21,1,45,Sunny,14.85000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,5.841487885,16,28,0,0,28
2022,21,2,0,Sunny,14.30000019,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,4.185487747,16,32,0,0,32
2023,21,2,15,Sunny,14.30000019,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,2.52948761,16,36,0,0,36
2024,21,2,30,Sunny,13.75,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,7.128487587,76,55,0,0,55
2025,21,2,45,Sunny,13.75,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,11.72748661,76,74,0,0,74
2026,21,3,0,Sunny,13.20000076,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,16.32648659,76,93,0,0,93
2027,21,3,15,Sunny,13.20000076,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,20.92548752,76,112,0,0,112
2028,21,3,30,Sunny,12.65000057,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,25.52448845,76,131,0,0,131
2029,21,3,45,Sunny,12.65000057,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,30.12348938,76,150,0,0,150
2030,21,4,0,Sunny,12.10000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,28.46748924,16,154,0,0,154
2031,21,4,15,Sunny,12.10000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,26.81148911,16,158,0,0,158
2032,21,4,30,Sunny,11.55000019,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,25.15548897,16,162,0,0,162
2033,21,4,45,Sunny,11.55000019,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,23.49948883,16,166,0,0,166
2034,21,5,0,Sunny,11,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,21.84348869,16,170,0,0,170
2035,21,5,15,Sunny,11,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,20.18748856,16,174,0,0,174
2036,21,5,30,Sunny,10.44999981,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,18.53148842,16,178,0,0,178
2037,21,5,45,Sunny,11,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,16.87548828,16,182,0,0,182
2038,21,6,0,Sunny,12.10000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,15.21948814,16,186,0,0,186
2039,21,6,15,Sunny,13.20000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,13.56348801,16,190,5.199999809,1.299999952,188.6999969
2040,21,6,30,Sunny,14.30000019,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,11.90748787,16,194,10.39999962,3.899999857,190.0999908
2041,21,6,45,Sunny,15.40000057,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,10.25148773,16,198,15.59999943,7.799999714,190.1999969
2042,21,7,0,Sunny,15.95000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,8.595487595,16,202,20.79999924,13,189
2043,21,7,15,Sunny,16.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,45,2.069999933,18,6.939487457,16,206,26,19.5,186.5
2044,21,7,30,Sunny,17.05000114,FALSE,100,0,0,FALSE,100,0,0,TRUE,50,2.299999952,20,5.076487541,18,210.5,31.19999886,27.29999924,183.1999969
2045,21,7,45,Sunny,17.60000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,55,2.529999971,22,3.006487608,20,215.5,36.39999771,36.39999771,179.0999908
2046,21,8,0,Sunny,18.14999962,TRUE,100,5.199999809,45,TRUE,100,1.75,15,FALSE,65,0,0,0.729487658,22,221,41.59999847,46.79999542,174.1999969
2047,21,8,15,Sunny,18.70000076,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,70,3.21999979,28,6.984487534,60,236,46.79999924,58.49999619,177.5
2048,21,8,30,Sunny,19.25,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,75,3.449999809,30,10.34148788,88,258,49.39999771,70.84999847,187.1499939
2049,21,8,45,Sunny,19.80000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,80,3.680000067,32,13.49148941,90,280.5,52,83.84999847,196.6499939
2050,21,9,0,Sunny,20.35000038,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,90,4.139999866,36,16.4344902,92,303.5,54.59999847,97.5,206
2051,21,9,15,Sunny,20.89999962,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,95,4.369999886,38,18.96349144,96,327.5,57.19999695,111.8000031,215.6999969
2052,21,9,30,Sunny,21.45000076,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,21.28549194,98,352,59.79999924,126.75,225.25
2053,21,9,45,Sunny,22,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,23.40049362,100,377,62.39999771,142.3500061,234.6499939
2054,21,10,0,Sunny,22.55000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,25.5154953,100,402,65,158.6000061,243.3999939
2055,21,10,15,Sunny,23.10000038,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,27.63049698,100,427,67.59999847,175.5,251.5
2056,21,10,30,Sunny,23.64999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,29.74549866,100,452,70.19999695,193.0500031,258.9500122
2057,21,10,45,Sunny,24.20000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,25.60549927,40,462,72.79999542,211.25,250.7500153
2058,21,11,0,Sunny,24.75,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,21.46549988,40,472,72.79999542,229.4499969,242.5500031
2059,21,11,15,Sunny,25.30000114,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,17.32550049,40,482,72.79999542,247.6499939,234.3500061
2060,21,11,30,Sunny,25.85000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,13.1855011,40,492,72.79999542,265.8500061,226.1500092
2061,21,11,45,Sunny,26.40000153,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,9.045501709,40,502,72.79999542,284.0500183,217.9500122
2062,21,12,0,Sunny,26.95000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,95,4.369999886,38,4.905501842,40,512,72.79999542,302.2500305,209.7500153
2063,21,12,15,Sunny,27.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,FALSE,90,0,0,0.972501993,38,521.5,72.79999542,320.4500427,201.0500183
2064,21,12,30,Sunny,28.05000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,85,3.910000086,34,7.227501869,60,536.5,72.79999542,338.6500549,197.8500214
2065,21,12,45,Sunny,28.60000038,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,80,3.680000067,32,9.963500977,94,560,72.79999542,356.8500671,203.1500244
2066,21,13,0,Sunny,29.15000153,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,80,3.680000067,32,12.90650177,92,583,72.79999542,375.0500793,207.9500275
2067,21,13,15,Sunny,29.70000076,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,85,3.910000086,34,15.84950256,92,606,72.79999542,393.2500916,212.7500305
2068,21,13,30,Sunny,30.25,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,90,4.139999866,36,18.58550262,94,629.5,72.79999542,411.4501038,218.0500336
2069,21,13,45,Sunny,30.80000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,95,4.369999886,38,21.11450386,96,653.5,72.79999542,429.650116,223.8500366
2070,21,14,0,Sunny,30.80000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,23.43650436,98,678,72.79999542,447.8501282,230.1500397
2071,21,14,15,Sunny,30.80000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,25.55150604,100,703,72.79999542,466.0501404,236.9500427
2072,21,14,30,Sunny,30.80000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,27.66650772,100,728,72.79999542,484.2501526,243.7500458
2073,21,14,45,Sunny,30.25,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,29.7815094,100,753,70.19999695,501.8001404,251.200058
2074,21,15,0,Sunny,30.25,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,25.64151001,40,763,67.59999847,518.7001343,244.3000793
2075,21,15,15,Sunny,29.70000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,21.50151062,40,773,65,534.9501343,238.0500793
2076,21,15,30,Sunny,29.70000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,17.36151123,40,783,62.39999771,550.5501099,232.4500732
2077,21,15,45,Sunny,29.15000153,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,13.22151184,40,793,59.79999924,565.5001221,227.5000763
2078,21,16,0,Sunny,29.15000153,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,9.081512451,40,803,57.19999695,579.8001099,223.2000732
2079,21,16,15,Sunny,28.60000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,4.941512585,40,813,54.59999847,593.4501343,219.5500793
2080,21,16,30,Sunny,28.05000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,FALSE,100,0,0,0.801512718,40,823,52,606.4501343,216.5500793
2081,21,16,45,Sunny,27.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,7.056512356,60,838,49.39999771,618.8001099,219.2000732
2082,21,17,0,Sunny,26.95000076,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,95,4.369999886,38,9.171512604,100,863,46.79999924,630.5001221,232.5000763
2083,21,17,15,Sunny,26.40000153,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,90,4.139999866,36,11.49351311,98,887.5,44.19999695,641.5501099,245.950058
2084,21,17,30,Sunny,25.85000038,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,85,3.910000086,34,14.02251434,96,911.5,41.59999847,651.9501343,259.5500793
2085,21,17,45,Sunny,25.30000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,80,3.680000067,32,16.7585144,94,935,36.39999771,661.0501099,273.9500732
2086,21,18,0,Sunny,24.75,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,70,3.21999979,28,19.7015152,92,958,31.19999886,668.8500977,289.1500854
2087,21,18,15,Sunny,24.20000076,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,65,2.989999771,26,23.05851746,88,980,26,675.3500977,304.6500854
2088,21,18,30,Sunny,23.64999962,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,60,2.75999999,24,26.62251854,86,1001.5,20.79999924,680.5501099,320.9500732
2089,21,18,45,Sunny,23.10000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,55,2.529999971,22,30.39351845,84,1022.5,15.59999943,684.4501343,338.0500793
2090,21,19,0,Sunny,22.55000114,FALSE,100,0,0,FALSE,100,0,0,TRUE,45,2.069999933,18,28.11651802,22,1028,10.39999962,687.0501099,340.9500732
2091,21,19,15,Sunny,22,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,26.25351715,18,1032.5,5.199999809,688.3500977,344.1500854
2092,21,19,30,Sunny,22,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,24.59751701,16,1036.5,0,688.3500977,348.1500854
2093,21,19,45,Sunny,21.45000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,22.94151688,16,1040.5,0,688.3500977,352.1500854
2094,21,20,0,Sunny,21.45000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,21.28551674,16,1044.5,0,688.3500977,356.1500854
2095,21,20,15,Sunny,20.89999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,19.6295166,16,1048.5,0,688.3500977,360.1500854
2096,21,20,30,Sunny,20.89999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,17.97351646,16,1052.5,0,688.3500977,364.1500854
2097,21,20,45,Sunny,20.35000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,16.31751633,16,1056.5,0,688.3500977,368.1500854
2098,21,21,0,Sunny,20.35000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,14.66151619,16,1060.5,0,688.3500977,372.1500854
2099,21,21,15,Sunny,19.80000114,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,13.00551605,16,1064.5,0,688.3500977,376.1500854
2100,21,21,30,Sunny,19.80000114,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,11.34951591,16,1068.5,0,688.3500977,380.1500854
2101,21,21,45,Sunny,19.25,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,9.693515778,16,1072.5,0,688.3500977,384.1500854
2102,21,22,0,Sunny,19.25,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,8.03751564,16,1076.5,0,688.3500977,388.1500854
2103,21,22,15,Sunny,18.70000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,6.381515503,16,1080.5,0,688.3500977,392.1500854
2104,21,22,30,Sunny,18.70000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,4.725515366,16,1084.5,0,688.3500977,396.1500854
2105,21,22,45,Sunny,18.14999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,3.069515228,16,1088.5,0,688.3500977,400.1500854
2106,21,23,0,Sunny,18.14999962,TRUE,100,5.199999809,45,TRUE,100,1.75,15,FALSE,40,0,0,1.41351521,16,1092.5,0,688.3500977,404.1500854
2107,21,23,15,Sunny,17.60000038,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,7.668514729,60,1107.5,0,688.3500977,419.1500854
2108,21,23,30,Sunny,17.05000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,12.26751423,76,1126.5,0,688.3500977,438.1500854
2109,21,23,45,Sunny,17.05000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,16.86651421,76,1145.5,0,688.3500977,457.1500854
