,Unnamed: 0,Day,Hour,Minutes,Weather,Temperature (C),Supply Pump 1 Run Sts,Supply Pump 1 Speed (%),Supply Pump 1 Flow Rate (l/s),Supply Pump 1 Power (KW),Supply Pump 2 Run Sts,Supply Pump 2 Speed (%),Supply Pump 2 Flow Rate (l/s),Supply Pump 2 Power (KW),Discharge Pump Run Sts,Discharge Pump Speed (%),Discharge Pump Flow Rate (l/s),Discharge Pump Power (KWh),Tank Level (Kl),Current Power Usage (KWh),Daily Power Usage (KW),Current Solar Generation (KWh),Daily Solar Generation (KW),Daily Power From Grid (KW),Current Power From Grid (KWh),Battery Power Failed To Charge (KWh),Battery Power Stored (KWh)
825,825,8,14,45,Rainy,24.75,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,1.6649403691502558,85,691.0,8.100000381,57.89998627,633.1002197,76.899999619,0.0,0
826,826,8,15,0,Rainy,24.75,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,2.204940282750256,85,716.0,7.800000191,59.84998703,656.1502075,77.199999809,0.0,0
827,827,8,15,15,Rainy,24.29999924,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,2.7449401963502567,85,741.0,7.500000477,61.72498703,679.2752075,77.499999523,0.0,0
828,828,8,15,30,Rainy,24.29999924,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,3.284940109950257,85,766.0,7.200000286,63.52498627,702.4752197,77.799999714,0.0,0
829,829,8,15,45,Rainy,23.84999847,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,3.8249400235502575,85,791.0,6.900000095,65.24998474,725.7502441,78.099999905,0.0,0
830,830,8,16,0,Rainy,23.84999847,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,4.364939937150258,85,816.0,6.600000381,66.89998627,749.1002197,78.399999619,0.0,0
831,831,8,16,15,Rainy,23.39999962,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,4.904939850750259,85,841.0,6.300000191,68.47498322,772.5252075,78.699999809,0.0,0
832,832,8,16,30,Rainy,22.94999886,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,5.44493976435026,85,866.0,6.0,69.97498322,796.0252075,79.0,0.0,0
833,833,8,16,45,Rainy,22.5,False,100,0.0,0,False,100,0.0,0,True,100,4.599999905,40.0,5.984939677950261,40,876.0,5.700000286,71.39998627,804.6002197,34.299999714,0.0,0
834,834,8,17,0,Rainy,22.04999924,True,100,5.199999809,0,False,100,0.0,0,True,95,4.369999886,38.0,1.8449397634502613,83,886.0,5.400000095,72.74998474,813.2502441,77.599999905,0.0,0
835,835,8,17,15,Rainy,21.59999847,True,100,5.199999809,0,False,100,0.0,0,True,90,4.139999866,36.0,2.591939694150262,81,895.5,5.100000381,74.02498627,821.4752197,75.899999619,0.0,0
836,836,8,17,30,Rainy,21.14999962,True,100,5.199999809,0,False,100,0.0,0,True,85,3.910000086,34.0,3.5459396428502625,79,904.5,4.800000191,75.22498322,829.2752075,74.199999809,0.0,0
837,837,8,17,45,Rainy,20.69999886,True,100,5.199999809,0,False,100,0.0,0,True,80,3.680000067,32.0,4.706939393550263,77,913.0,4.200000286,76.27498627,836.7252197,72.799999714,0.0,0
838,838,8,18,0,Rainy,20.25,False,100,0.0,0,False,100,0.0,0,True,70,3.21999979,28.0,6.0749391613502635,28,921.0,3.600000143,77.17498779,843.8251953,24.399999857,0.0,0
839,839,8,18,15,Rainy,19.79999924,True,100,5.199999809,45,False,100,0.0,15,True,65,2.989999771,26.0,3.1769393503502634,71,928.0,3.0,77.92498779,850.0751953,68.0,0.0,0
840,840,8,18,30,Rainy,19.35000038,True,100,5.199999809,45,False,100,0.0,15,True,60,2.75999999,24.0,5.1659393845502635,69,949.5,2.400000095,78.52498627,870.9752197,66.599999905,0.0,0
841,841,8,18,45,Rainy,18.89999962,False,100,0.0,45,False,100,0.0,15,True,55,2.529999971,22.0,7.361939221650264,22,970.5,1.800000072,78.97498322,891.5252075,20.199999928,0.0,0
842,842,8,19,0,Rainy,18.44999886,True,100,5.199999809,45,False,100,0.0,15,True,45,2.069999933,18.0,5.084939247750263,63,991.0,1.200000048,79.27498627,911.7252197,61.799999952,0.0,0
843,843,8,19,15,Rainy,18.0,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.901939136150263,16,1010.5,0.600000024,79.42498779,931.0751953,15.399999976,0.0,0
844,844,8,19,30,Rainy,18.0,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.245939106450264,16,1029.5,0.0,79.42498779,950.0751953,16.0,0.0,0
845,845,8,19,45,Rainy,17.54999924,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.589939076750264,61,1048.5,0.0,79.42498779,969.0751953,61.0,0.0,0
846,846,8,20,0,Rainy,17.54999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.613938875150264,16,1067.5,0.0,79.42498779,988.0751953,16.0,0.0,0
847,847,8,20,15,Rainy,17.10000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.957938845450265,16,1071.5,0.0,79.42498779,992.0751953,16.0,0.0,0
848,848,8,20,30,Rainy,17.10000038,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.301938815750265,61,1075.5,0.0,79.42498779,996.0751953,61.0,0.0,0
849,849,8,20,45,Rainy,16.64999962,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.325938614150266,16,1079.5,0.0,79.42498779,1000.075195,16.0,0.0,0
850,850,8,21,0,Rainy,16.64999962,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.669938584450266,61,1083.5,0.0,79.42498779,1004.075195,61.0,0.0,0
851,851,8,21,15,Rainy,16.19999886,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.693938382850266,16,1087.5,0.0,79.42498779,1008.075195,16.0,0.0,0
852,852,8,21,30,Rainy,16.19999886,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.037938353150267,16,1091.5,0.0,79.42498779,1012.075195,16.0,0.0,0
853,853,8,21,45,Rainy,15.75,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.381938323450267,61,1095.5,0.0,79.42498779,1016.075195,61.0,0.0,0
854,854,8,22,0,Rainy,15.75,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.405938121850268,16,1099.5,0.0,79.42498779,1020.075195,16.0,0.0,0
855,855,8,22,15,Rainy,15.29999924,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.749938092150268,16,1103.5,0.0,79.42498779,1024.075195,16.0,0.0,0
856,856,8,22,30,Rainy,15.29999924,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.093938062450269,61,1107.5,0.0,79.42498779,1028.075195,61.0,0.0,0
857,857,8,22,45,Rainy,14.84999943,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.117937860850269,16,1111.5,0.0,79.42498779,1032.075195,16.0,0.0,0
858,858,8,23,0,Rainy,14.84999943,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.461937831150269,16,1115.5,0.0,79.42498779,1036.075195,16.0,0.0,0
859,859,8,23,15,Rainy,14.39999962,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.80593780145027,61,1119.5,0.0,79.42498779,1040.075195,61.0,0.0,0
860,860,8,23,30,Rainy,13.94999981,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.82993759985027,16,1123.5,0.0,79.42498779,1044.075195,16.0,0.0,0
861,861,8,23,45,Rainy,13.94999981,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.173937570150271,16,1127.5,0.0,79.42498779,1048.075195,16.0,0.0,0
862,862,8,24,0,Rainy,13.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.517937540450271,61,1131.5,0.0,79.42498779,1052.075195,61.0,0.0,0
863,863,9,0,15,Sunny,16.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.541937338850271,16,4.0,0.0,0.0,4.0,16.0,0.0,0
864,864,9,0,30,Sunny,15.95000076,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,5.885937309150272,16,8.0,0.0,0.0,8.0,16.0,0.0,0
865,865,9,0,45,Sunny,15.95000076,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.229937279450272,61,27.0,0.0,0.0,27.0,61.0,0.0,0
866,866,9,1,0,Sunny,15.40000057,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.2539370778502725,16,46.0,0.0,0.0,46.0,16.0,0.0,0
867,867,9,1,15,Sunny,15.40000057,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,5.597937048150273,61,65.0,0.0,0.0,65.0,61.0,0.0,0
868,868,9,1,30,Sunny,14.85000038,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.621936846550273,16,84.0,0.0,0.0,84.0,16.0,0.0,0
869,869,9,1,45,Sunny,14.85000038,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.965936816850274,16,103.0,0.0,0.0,103.0,16.0,0.0,0
870,870,9,2,0,Sunny,14.30000019,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.309936787150274,61,122.0,0.0,0.0,122.0,61.0,0.0,0
871,871,9,2,15,Sunny,14.30000019,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.333936585550275,16,126.0,0.0,0.0,126.0,16.0,0.0,0
872,872,9,2,30,Sunny,13.75,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.677936555850275,16,130.0,0.0,0.0,130.0,16.0,0.0,0
873,873,9,2,45,Sunny,13.75,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.0219365261502755,61,134.0,0.0,0.0,134.0,61.0,0.0,0
874,874,9,3,0,Sunny,13.20000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.045936324550276,16,138.0,0.0,0.0,138.0,16.0,0.0,0
875,875,9,3,15,Sunny,13.20000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.389936294850276,16,142.0,0.0,0.0,142.0,16.0,0.0,0
876,876,9,3,30,Sunny,12.65000057,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.733936265150277,61,146.0,0.0,0.0,146.0,61.0,0.0,0
877,877,9,3,45,Sunny,12.65000057,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.757936063550277,16,150.0,0.0,0.0,150.0,16.0,0.0,0
878,878,9,4,0,Sunny,12.10000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.1019360338502775,16,154.0,0.0,0.0,154.0,16.0,0.0,0
879,879,9,4,15,Sunny,12.10000038,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.445936004150278,61,158.0,0.0,0.0,158.0,61.0,0.0,0
880,880,9,4,30,Sunny,11.55000019,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.469935802550278,16,162.0,0.0,0.0,162.0,16.0,0.0,0
881,881,9,4,45,Sunny,11.55000019,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,5.813935772850279,16,166.0,0.0,0.0,166.0,16.0,0.0,0
882,882,9,5,0,Sunny,11.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.157935743150279,61,170.0,0.0,0.0,170.0,61.0,0.0,0
883,883,9,5,15,Sunny,11.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.1819355415502795,16,174.0,0.0,0.0,174.0,16.0,0.0,0
884,884,9,5,30,Sunny,10.44999981,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.52593551185028,61,178.0,0.0,0.0,178.0,61.0,0.0,0
885,885,9,5,45,Sunny,11.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.54993531025028,16,182.0,0.0,0.0,182.0,16.0,0.0,0
886,886,9,6,0,Sunny,12.10000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.893935280550281,16,186.0,0.0,0.0,186.0,16.0,0.0,0
887,887,9,6,15,Sunny,13.20000076,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,5.237935250850281,61,190.0,5.199999809,1.299999952,188.6999969,55.800000191,0.0,0
888,888,9,6,30,Sunny,14.30000019,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,8.261935049250281,16,209.0,10.39999962,3.899999857,205.0999908,5.600000380000001,0.0,0
889,889,9,6,45,Sunny,15.40000057,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,6.605935019550282,16,228.0,15.59999943,7.799999714,220.1999969,0.40000056999999956,0.0,0
890,890,9,7,0,Sunny,15.95000076,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.9499349898502825,61,247.0,20.79999924,13.0,234.0,40.20000076,0.0,0
891,891,9,7,15,Sunny,16.5,False,100,0.0,45,True,100,1.75,15,True,45,2.069999933,18.0,7.973934788250283,33,266.0,26.0,19.5,246.5,7.0,0.0,0
892,892,9,7,30,Sunny,17.05000114,False,100,0.0,45,True,100,1.75,15,True,50,2.299999952,20.0,7.685934848550283,35,285.5,31.19999886,27.29999924,258.2000122,3.800001139999999,0.0,0
893,893,9,7,45,Sunny,17.60000038,False,100,0.0,0,True,100,1.75,0,True,55,2.529999971,22.0,7.190934891750283,37,305.5,36.39999771,36.39999771,269.1000061,0.600002289999999,0.0,0
894,894,9,8,0,Sunny,18.14999962,True,100,5.199999809,0,False,100,0.0,0,True,65,2.989999771,26.0,6.488934917850283,71,311.0,41.59999847,46.79999542,264.2000122,29.400001529999997,0.0,0
895,895,9,8,15,Sunny,18.70000076,True,100,5.199999809,0,False,100,0.0,0,True,70,3.21999979,28.0,8.477934952050283,73,317.5,46.79999924,58.49999619,259.0,26.20000076,0.0,0
896,896,9,8,30,Sunny,19.25,True,100,5.199999809,0,False,100,0.0,0,True,75,3.449999809,30.0,10.259934969150283,75,324.5,49.39999771,70.84999847,253.6499939,25.60000229,0.0,0
897,897,9,8,45,Sunny,19.80000114,True,100,5.199999809,0,False,100,0.0,0,True,80,3.680000067,32.0,11.834934969150284,77,332.0,52.0,83.84999847,248.1499939,25.0,0.0,0
898,898,9,9,0,Sunny,20.35000038,True,100,5.199999809,0,False,100,0.0,0,True,90,4.139999866,36.0,13.202934736950285,81,340.0,54.59999847,97.5,242.5,26.400001529999997,0.0,0
899,899,9,9,15,Sunny,20.89999962,True,100,5.199999809,0,False,100,0.0,0,True,95,4.369999886,38.0,14.156934685650285,83,349.0,57.19999695,111.8000031,237.1999969,25.80000305,0.0,0
900,900,9,9,30,Sunny,21.45000076,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,14.903934616350286,85,358.5,59.79999924,126.75,231.75,25.20000076,0.0,0
901,901,9,9,45,Sunny,22.0,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,15.443934529950287,85,368.5,62.39999771,142.3500061,226.1499939,22.60000229,0.0,0
902,902,9,10,0,Sunny,22.55000114,True,100,5.199999809,45,False,100,0.0,15,False,100,4.599999905,40.0,15.983934443550288,85,378.5,65.0,158.6000061,219.8999939,20.0,0.0,0
903,903,9,10,15,Sunny,23.10000038,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,16.52393435715029,85,393.5,67.59999847,175.5,218.0,17.400001529999997,0.0,0
904,904,9,10,30,Sunny,23.64999962,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,17.063934270750288,85,418.5,70.19999695,193.0500031,225.4499969,14.80000305,0.0,0
905,905,9,10,45,Sunny,24.20000076,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,17.603934184350287,85,443.5,72.79999542,211.25,232.25,12.200004579999998,0.0,0
906,906,9,11,0,Sunny,24.75,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,18.143934097950286,85,468.5,72.79999542,229.4499969,239.0500031,12.200004579999998,0.0,0
907,907,9,11,15,Sunny,25.30000114,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,18.683934011550285,85,493.5,72.79999542,247.6499939,245.8499908,12.200004579999998,0.0,0
908,908,9,11,30,Sunny,25.85000038,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,19.223933925150284,85,518.5,72.79999542,265.8500061,252.6499786,12.200004579999998,0.0,0
909,909,9,11,45,Sunny,26.40000153,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,19.763933838750283,85,543.5,72.79999542,284.0500183,259.4499512,12.200004579999998,0.0,0
910,910,9,12,0,Sunny,26.95000076,True,100,5.199999809,45,False,100,0.0,15,True,95,4.369999886,38.0,20.303933752350282,83,568.5,72.79999542,302.2500305,266.249939,10.200004579999998,0.0,0
911,911,9,12,15,Sunny,27.5,True,100,5.199999809,45,False,100,0.0,15,True,90,4.139999866,36.0,21.050933683050282,81,593.0,72.79999542,320.4500427,272.5499268,8.200004579999998,0.0,0
912,912,9,12,30,Sunny,28.05000114,True,100,5.199999809,45,False,100,0.0,15,True,85,3.910000086,34.0,22.004933631750283,79,617.0,72.79999542,338.6500549,278.3499146,6.200004579999998,0.0,0
913,913,9,12,45,Sunny,28.60000038,True,100,5.199999809,45,False,100,0.0,15,True,80,3.680000067,32.0,23.165933382450284,77,640.5,72.79999542,356.8500671,283.6499023,4.200004579999998,0.0,0
914,914,9,13,0,Sunny,29.15000153,True,100,5.199999809,0,False,100,0.0,0,True,80,3.680000067,32.0,24.533933150250284,77,663.5,72.79999542,375.0500793,288.4498901,4.200004579999998,0.0,0
915,915,9,13,15,Sunny,29.70000076,False,100,0.0,0,False,100,0.0,0,True,85,3.910000086,34.0,25.901932918050285,34,671.5,72.79999542,393.2500916,278.2498779,0.0,9.699998855,0
916,916,9,13,30,Sunny,30.25,True,100,5.199999809,0,False,100,0.0,0,True,90,4.139999866,36.0,22.382932840650284,81,680.0,72.79999542,411.4501038,268.5498657,8.200004579999998,0.0,0
917,917,9,13,45,Sunny,30.80000114,True,100,5.199999809,0,False,100,0.0,0,True,95,4.369999886,38.0,23.336932789350286,83,689.0,72.79999542,429.650116,259.3498535,10.200004579999998,0.0,0
918,918,9,14,0,Sunny,30.80000114,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,24.083932720050285,85,698.5,72.79999542,447.8501282,250.6498566,12.200004579999998,0.0,0
919,919,9,14,15,Sunny,30.80000114,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,24.623932633650284,85,708.5,72.79999542,466.0501404,242.4498444,12.200004579999998,0.0,0
920,920,9,14,30,Sunny,30.80000114,True,100,5.199999809,0,False,100,0.0,0,True,100,4.599999905,40.0,25.163932547250283,85,718.5,72.79999542,484.2501526,234.2498474,12.200004579999998,0.0,0
921,921,9,14,45,Sunny,30.25,False,100,0.0,0,False,100,0.0,0,True,100,4.599999905,40.0,25.703932460850282,40,728.5,70.19999695,501.8001404,226.6998444,0.0,7.5499992375,0
922,922,9,15,0,Sunny,30.25,True,100,5.199999809,45,False,100,0.0,15,False,100,4.599999905,40.0,21.563932546350284,85,738.5,67.59999847,518.7001343,219.7998505,17.400001529999997,0.0,0
923,923,9,15,15,Sunny,29.70000076,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,22.103932459950283,85,753.5,65.0,534.9501343,218.5498505,20.0,0.0,0
924,924,9,15,30,Sunny,29.70000076,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,22.64393237355028,85,778.5,62.39999771,550.5501099,227.9498444,22.60000229,0.0,0
925,925,9,15,45,Sunny,29.15000153,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,23.18393228715028,85,803.5,59.79999924,565.5001221,237.9998474,25.20000076,0.0,0
926,926,9,16,0,Sunny,29.15000153,True,100,5.199999809,45,False,100,0.0,15,True,100,4.599999905,40.0,23.72393220075028,85,828.5,57.19999695,579.8001099,248.6998444,27.80000305,0.0,0
927,927,9,16,15,Sunny,28.60000038,False,100,0.0,45,True,100,1.75,15,True,100,4.599999905,40.0,24.26393211435028,55,853.5,54.59999847,593.4501343,260.0498352,0.4000015299999973,0.0,0
928,928,9,16,30,Sunny,28.05000114,False,100,0.0,45,True,100,1.75,15,True,100,4.599999905,40.0,21.69893219985028,55,878.5,52.0,606.4501343,272.0498352,3.0,0.0,0
929,929,9,16,45,Sunny,27.5,False,100,0.0,45,True,100,1.75,15,True,100,4.599999905,40.0,19.13393228535028,55,903.5,49.39999771,618.8001099,284.6998291,5.600002289999999,0.0,0
930,930,9,17,0,Sunny,26.95000076,False,100,0.0,45,True,100,1.75,15,True,95,4.369999886,38.0,16.56893237085028,53,928.5,46.79999924,630.5001221,297.9998169,6.200000760000002,0.0,0
931,931,9,17,15,Sunny,26.40000153,False,100,0.0,45,True,100,1.75,15,True,90,4.139999866,36.0,14.210932473450281,51,953.0,44.19999695,641.5501099,311.4498291,6.800003050000001,0.0,0
932,932,9,17,30,Sunny,25.85000038,False,100,0.0,45,True,100,1.75,15,True,85,3.910000086,34.0,12.05993259405028,49,977.0,41.59999847,651.9501343,325.0498352,7.400001529999997,0.0,0
933,933,9,17,45,Sunny,25.30000114,False,100,0.0,45,True,100,1.75,15,True,80,3.680000067,32.0,10.11593251665028,47,1000.5,36.39999771,661.0501099,339.4498291,10.600002289999999,0.0,0
934,934,9,18,0,Sunny,24.75,False,100,0.0,0,True,100,1.75,0,True,70,3.21999979,28.0,8.378932456350281,43,1023.5,31.19999886,668.8500977,354.6498413,11.800001139999999,0.0,0
935,935,9,18,15,Sunny,24.20000076,False,100,0.0,0,False,100,0.0,0,True,65,2.989999771,26.0,7.055932645350281,26,1030.5,26.0,675.3500977,355.1498413,0.0,0.0,0
936,936,9,18,30,Sunny,23.64999962,True,100,5.199999809,0,False,100,0.0,0,True,60,2.75999999,24.0,4.3649328514502805,69,1037.0,20.79999924,680.5501099,356.4498291,48.20000076,0.0,0
937,937,9,18,45,Sunny,23.10000038,False,100,0.0,0,False,100,0.0,0,True,55,2.529999971,22.0,6.560932688550281,22,1043.0,15.59999943,684.4501343,358.5498352,6.4000005699999996,0.0,0
938,938,9,19,0,Sunny,22.55000114,True,100,5.199999809,0,False,100,0.0,0,True,45,2.069999933,18.0,4.28393271465028,63,1048.5,10.39999962,687.0501099,361.4498291,52.60000038,0.0,0
939,939,9,19,15,Sunny,22.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.10093260305028,16,1053.0,5.199999809,688.3500977,364.6498413,10.800000190999999,0.0,0
940,940,9,19,30,Sunny,22.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.444932573350281,61,1057.0,0.0,688.3500977,368.6498413,61.0,0.0,0
941,941,9,19,45,Sunny,21.45000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.468932371750281,16,1061.0,0.0,688.3500977,372.6498413,16.0,0.0,0
942,942,9,20,0,Sunny,21.45000076,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.812932342050281,16,1065.0,0.0,688.3500977,376.6498413,16.0,0.0,0
943,943,9,20,15,Sunny,20.89999962,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.156932312350282,61,1069.0,0.0,688.3500977,380.6498413,61.0,0.0,0
944,944,9,20,30,Sunny,20.89999962,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.180932110750282,16,1073.0,0.0,688.3500977,384.6498413,16.0,0.0,0
945,945,9,20,45,Sunny,20.35000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.524932081050283,16,1077.0,0.0,688.3500977,388.6498413,16.0,0.0,0
946,946,9,21,0,Sunny,20.35000038,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.868932051350283,61,1081.0,0.0,688.3500977,392.6498413,61.0,0.0,0
947,947,9,21,15,Sunny,19.80000114,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.892931849750283,16,1085.0,0.0,688.3500977,396.6498413,16.0,0.0,0
948,948,9,21,30,Sunny,19.80000114,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.236931820050284,16,1089.0,0.0,688.3500977,400.6498413,16.0,0.0,0
949,949,9,21,45,Sunny,19.25,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.580931790350284,61,1093.0,0.0,688.3500977,404.6498413,61.0,0.0,0
950,950,9,22,0,Sunny,19.25,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.604931588750285,16,1112.0,0.0,688.3500977,423.6498413,16.0,0.0,0
951,951,9,22,15,Sunny,18.70000076,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,5.948931559050285,16,1131.0,0.0,688.3500977,442.6498413,16.0,0.0,0
952,952,9,22,30,Sunny,18.70000076,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,4.292931529350286,61,1150.0,0.0,688.3500977,461.6498413,61.0,0.0,0
953,953,9,22,45,Sunny,18.14999962,False,100,0.0,45,False,100,0.0,15,True,40,1.840000033,16.0,7.316931327750286,16,1169.0,0.0,688.3500977,480.6498413,16.0,0.0,0
954,954,9,23,0,Sunny,18.14999962,True,100,5.199999809,45,False,100,0.0,15,True,40,1.840000033,16.0,5.660931298050286,61,1188.0,0.0,688.3500977,499.6498413,61.0,0.0,0
955,955,9,23,15,Sunny,17.60000038,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.684931096450287,16,1207.0,0.0,688.3500977,518.6498413,16.0,0.0,0
956,956,9,23,30,Sunny,17.05000114,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.028931066750287,16,1211.0,0.0,688.3500977,522.6498413,16.0,0.0,0
957,957,9,23,45,Sunny,17.05000114,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.372931037050288,61,1215.0,0.0,688.3500977,526.6498413,61.0,0.0,0
958,958,9,24,0,Sunny,16.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.396930835450288,16,1219.0,0.0,688.3500977,530.6498413,16.0,0.0,0
959,959,10,0,15,Cloudy,15.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.740930805750288,16,4.0,0.0,0.0,4.0,16.0,0.0,0
960,960,10,0,30,Cloudy,14.5,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,5.084930776050289,61,8.0,0.0,0.0,8.0,61.0,0.0,0
961,961,10,0,45,Cloudy,14.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,8.108930574450289,16,12.0,0.0,0.0,12.0,16.0,0.0,0
962,962,10,1,0,Cloudy,14.0,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,6.45293054475029,16,16.0,0.0,0.0,16.0,16.0,0.0,0
963,963,10,1,15,Cloudy,14.0,True,100,5.199999809,0,False,100,0.0,0,True,40,1.840000033,16.0,4.79693051505029,61,20.0,0.0,0.0,20.0,61.0,0.0,0
964,964,10,1,30,Cloudy,13.5,False,100,0.0,0,False,100,0.0,0,True,40,1.840000033,16.0,7.82093031345029,16,24.0,0.0,0.0,24.0,16.0,0.0,0
